Oven1_NMHC,Oven1_NOx,LV1211 S01 PK113_BB40,LV1211 S01 PK110_BN20-2,LV1211 S01 PK110_BN20-1,LV1211 S01 PR114_BV25,LV1211 S02 PR210_BN20,LV1211 S01 PN613_BV25,LV1211 S02 PR310_BN20,LV1211 S02 PR313_BB40-1,LV1211 S01 PN111_BV25,LV1211 S01 PN111_BL50,LV1211 S01 PN212_BV25,LV1211 S01 PN213_BV25,LV1211 S04 VZ503_M1_F,LV1211 S04 VZ503_M1_C,LV1211 S04 VA515_M1_F,LV1211 S04 VA515_M1_C,LV1211 S04 VZ502_M1_F,LV1211 S04 VZ502_M1_C,LV1211 S03 MW300_BV25-1,LA1251 summary AmereMin charge,LV1281 S04 WR706 BV25-1,LV1281 S04 WR706 M1,LV1281 S04 WA506 BB40-1,LV1281 S04 WA506 BU88,LV1281 S04 WA506 BB40-2,LV1281 S04 WA506 BB40-4,LV1281 S04 WA506 BB40-5,LV1281 S03 VA306 M1,LV1281 S09 WU321 M1,LV1281 S09 WU321 BB40,LV1281 S09 WU321 M2,LV1281 S08 WU312 M1,LV1281 S08 WU312 BB40,LV1281 S08 WU312 M2,LV1281 S07 WU311 M1,LV1281 S07 WU311 BB40,LV1281 S07 WU311 M2,LV1281 S06 WU302 M1,LV1281 S06 WU302 BB40,LV1281  S06 WU302 M2,LV1281 S05 WU301 M1,LV1281 S05 WU301 BB40,LV1281 S05 WU301 M2,LV1281 S05 WU301 BB40-1,LV1281 S01 TS100 M1_O,LV1281 S01 TS100 M1_C,LV1281 S02 TK161 M3_O,LV1281 S02 TK161 M3_C,LV1281 VZ366 M1,LV1281 TK161 M1,LV1281 TK161 M2,LV1281 VA307 M1,LV1281 VF330 M1,LV1281 AS361 M1,LV1281 VA307 M3,LV1281 VZ366 BB40,LV1281 VA307 BB42,LV1281 WK363 BB40-1,LV1281 WK363 BB40-2,LV1281 WK363 BV25,LV1281 WK363 M2,LV1281 S01 Energy consumption,LV1281 S02 Energy consumption,LV1281 S03 Energy consumption,LV1281 Emergency Cooling Request,LV1281 Emergency Cooling Finished,LV1281 Production ON,LV1281 Production Release,LF1921 S01 TF270 Actual curent MoviFit,LF1921 S01 TF270 Number of unit,LF1921 S01 TF270 Transport forward,LF1921 S01 TF270 Forward,LF1921 S01 TF270 Home position,LF1921 RB260 Occupied,LF1921 RB260 Transport Forward,LF1921 RB260 Forward,LF1921 RB280 Occupied,LF1921 RB280 Transport Forward,LF1921 RB280 Forward,LF1921 RB290 Occupied,LF1921 RB290 Transport Forward,LF1921 RB290 Forward,LF1921 RB300 Occupied,LF1921 RB300 Transport Forward,LF1921 RB300 Forward,LF1921 RB310 Occupied,LF1921 RB310 Transport Forward,LF1921 RB310 Forward
0,1.483,26.69,98.048,96.449,0.029,98.09,0.009,96.354,36.389,61.198,622.107,161.133,160.952,0,0.003,0,0.015,0,0.017,0.55,28.135,156147,2.222,115,0,90.972,125,100,54.549,59.515,105.946,0,61.824,120.052,0,120.547,78.602,0,0.022,72.396,0,0.012,66.363,0,114.236,1,0,1,0,49.729,31.952,37.025,26.984,7.174,9.94,100,22.627,28.168,12.1,19.6,0.022,0,620232,202254,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.69,98.154,96.407,0.029,98.192,0.009,96.354,36.366,61.115,620.66,161.314,160.699,0,0.003,0,0.015,0,0.017,0.318,28.135,156147,2.222,115,0,90.972,125,100,54.634,59.596,105.686,0,60.87,119.878,0,121.611,78.559,0,0.022,72.309,0,0.012,66.233,0,113.889,1,0,1,0,49.88,32.137,37,26.865,7.252,9.94,100,22.642,28.212,12.1,19.6,0.022,0,620235,202254,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.69,98.113,96.698,0.029,98.09,0.009,96.354,36.366,61.302,622.107,161.35,160.952,0,0.003,0,0.017,0,0.017,0.347,28.135,156147,2.222,115,0,90.972,123.958,98.958,54.733,59.324,105.382,0,60.774,119.705,0,121.744,78.299,0,0.022,72.222,0,0.012,66.189,0,113.542,1,0,1,0,49.068,31.865,35.909,26.834,7.061,9.94,100,22.642,28.212,12.1,19.6,0.022,0,620237,202254,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.69,98.2,96.715,0.029,98.177,0.009,96.354,36.319,61.208,620.66,161.097,160.735,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,115,0,90.972,123.958,98.958,54.705,58.942,105.165,0,60.98,119.575,0,119.883,78.299,0,0.018,72.135,0,0.012,66.146,0,113.194,1,0,1,0,49.092,32.168,36.356,27.021,7.01,9.94,100,22.671,28.212,12.1,19.6,0.022,0,620240,202255,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.483,26.667,98.215,96.574,0.029,98.163,0.009,96.354,36.319,61.115,619.213,161.241,160.518,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,112,0,89.974,122.96,98.958,54.846,59.251,104.905,0,60.965,119.401,0,120.838,78.082,0,0.022,72.049,0,0.012,66.059,0,113.021,1,0,1,0,48.971,32.055,36.475,26.816,7.178,9.94,100,22.642,28.212,12.1,19.6,0.022,0,620242,202255,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.69,98.306,96.882,0.029,98.134,0.009,96.354,36.319,61.156,622.107,161.169,160.807,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,112,0,89.974,122.96,98.958,54.972,59.442,104.644,0,61.273,119.097,0,120.874,77.995,0,0.022,71.962,0,0.012,65.972,0,112.5,1,0,1,0,49.802,32.93,37.746,26.878,7.237,9.94,100,22.642,28.255,12.1,19.6,0.022,0,620245,202256,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.667,98.377,96.807,0.029,98.134,0.009,96.354,36.296,61.01,622.107,161.06,160.771,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,112,0,89.974,122.96,97.96,54.268,59.188,104.427,0,61.516,118.88,0,121.031,77.865,0,0.022,71.918,0,0.012,65.929,0,112.326,1,0,1,0,49.529,32.302,36.964,26.872,7.078,9.94,100,22.613,28.212,12.1,19.6,0.022,0,620247,202256,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.667,98.448,96.64,0.029,98.119,0.009,96.354,36.273,61.229,622.107,161.386,160.626,0,0.003,0,0.015,0,0.015,0.318,28.135,156147,2.222,112,0,89.974,121.962,97.96,55.367,59.306,104.123,0,60.95,118.707,0,119.738,77.691,0,0.022,71.832,0,0.012,65.842,0,111.979,1,0,1,0,49.62,33.357,36.567,26.89,7.155,9.94,100,22.627,28.168,12.1,19.6,0.022,0,620250,202257,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.644,98.458,96.599,0.029,98.148,0.009,96.354,36.25,61.062,620.66,161.386,160.952,0,0.003,0,0.017,0,0.017,0.579,28.135,156147,2.222,112,0,89.974,121.962,97.96,54.972,59.624,103.906,0,61.09,118.576,0,122.396,77.691,0,0.022,71.745,0,0.012,65.799,0,111.632,1,0,1,0,49.608,31.227,36.176,26.903,7.198,9.94,100,22.642,28.125,12.1,19.5,0.022,0,620252,202257,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.203,1.127,26.667,98.432,96.948,0.029,98.192,0.009,96.354,36.25,61.25,619.213,161.314,160.843,0,0.003,0,0.017,0,0.015,0.174,28.135,156147,2.222,112,0,89.974,120.964,97.96,55.113,59.269,103.646,0,61.765,118.359,0,121.974,77.561,0,0.022,71.658,0,0.012,65.712,0,111.111,1,0,1,0,49.85,31.396,36.063,26.971,7.15,9.94,100,22.627,27.995,12.1,19.5,0.022,0,620255,202258,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.667,98.407,96.815,0.029,98.148,0.009,96.354,36.227,61.167,619.213,161.422,160.771,0,0.003,0,0.017,0,0.017,0.318,28.135,156147,2.222,112,0,88.976,120.964,96.962,54.888,59.288,103.385,0,62.081,118.273,0,121.575,77.344,0,0.022,71.571,0,0.012,65.625,0,111.111,1,0,1,0,49.062,31.926,35.636,26.841,7.1,9.94,100,22.627,28.125,12.1,19.5,0.022,0,620257,202258,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.644,98.438,96.898,0.029,98.105,0.009,96.354,36.204,61.292,619.213,161.097,160.735,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,110,0,88.976,120.964,96.962,54.352,59.769,103.125,0,61.406,118.056,0,122.662,77.344,0,0.022,71.484,0,0.012,65.582,0,110.764,1,0,1,0,49.753,32.739,37.777,26.99,7.294,9.94,100,22.656,27.995,12.1,19.5,0.022,0,620260,202258,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,26.644,98.321,96.931,0.029,98.148,0.009,96.354,36.204,61.229,619.213,161.386,160.843,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,110,0,88.976,119.965,96.962,54.831,59.515,102.865,0,61.809,117.839,0,122.155,77.127,0,0.022,71.398,0,0.012,65.538,0,110.417,1,0,1,0,49.305,31.525,37.133,26.94,7.235,9.94,100,22.656,28.125,12.1,19.5,0.022,0,620262,202259,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.661,26.644,98.341,96.956,0.029,98.148,0.009,96.354,36.157,61.281,619.213,161.458,160.807,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,110,0,88.976,119.965,96.962,54.987,59.015,102.648,0,61.406,117.708,0,121.671,76.997,0,0.022,71.311,0,0.012,65.451,0,110.069,1,0,1,0,49.85,32.369,36.794,26.865,7.075,9.94,100,22.671,28.038,12.1,19.6,0,0,620265,202259,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.008,26.667,98.24,96.582,0.029,98.134,0.009,96.354,36.181,61.167,619.213,161.205,160.807,0,0.003,0,0.017,0,0.017,0,28.135,156147,2.222,110,0,88.976,118.967,95.964,55.099,59.124,102.431,0,61.457,117.535,0,120.016,76.953,0,0.022,71.224,0,0.012,65.365,0,109.722,1,0,1,0,49.832,31.546,37.123,26.847,7.121,9.94,100,22.685,27.995,12.2,19.5,0.022,0,620267,202260,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.542,26.644,98.235,96.532,0.029,98.148,0.009,96.354,36.157,61.312,617.766,161.241,160.771,0,0.003,0,0.017,0,0.015,0.289,28.135,156147,2.222,110,0,87.977,118.967,95.964,54.846,59.369,102.214,0,61.45,117.361,0,119.291,76.866,0,0.022,71.137,0,0.024,65.321,0,109.549,1,0,1,0,49.238,33.146,36.171,26.947,7.184,9.94,100,22.7,27.951,12.2,19.5,0.022,0,620270,202260,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.62,98.073,96.466,0.029,98.206,0.009,96.354,36.134,61.104,617.766,161.422,160.771,0,0.003,0,0.017,0,0.017,0.521,28.135,156147,2.222,110,0,87.977,118.967,95.964,54.86,59.524,101.997,0,61.002,117.101,0,122.239,76.693,0,0.022,71.05,0,0.012,65.234,0,109.028,1,0,1,0,49.826,32.816,36.629,26.947,7.018,9.94,100,22.714,28.082,12.2,19.4,0.022,0,620272,202261,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,26.62,98.129,96.249,0.029,98.22,0.009,96.34,36.111,61.104,617.766,160.916,160.663,0,0.003,0,0.015,0,0.017,0.289,28.135,156147,2.222,108,0,87.977,117.969,95.964,54.592,60.268,101.78,0,61.567,116.97,0,122.01,76.519,0,0.022,70.964,0,0.012,65.191,0,108.854,1,0,1,0,49.935,33.619,37.205,26.728,7.207,9.94,100,22.714,28.125,12.2,19.4,0,0,620275,202261,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.597,98.032,96.266,0.029,98.438,0.009,96.354,36.088,61.01,617.766,161.024,160.626,0,0.003,0,0.017,0,0.015,0.318,28.135,156147,2.222,108,0,87.977,117.969,94.965,54.648,59.905,101.562,0,60.781,116.71,0,122.046,76.389,0,0.022,70.877,0,0.012,65.104,0,108.333,1,0,1,0,49.941,32.101,36.305,26.834,7.021,9.94,100,22.729,28.082,12.2,19.4,0.022,0,620277,202261,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.597,97.911,96.1,0.029,98.843,0.009,96.354,36.065,61.271,617.766,161.422,160.88,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,108,0,87.977,117.969,94.965,54.465,59.696,101.302,0,61.288,116.536,0,121.067,76.302,0,0.022,70.833,0,0.012,65.061,0,107.986,1,0,1,0,49.802,32.554,37.643,26.822,7.185,9.94,100,22.714,28.082,12.2,19.4,0.022,0,620280,202262,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.597,98.002,96.091,0.029,99.074,0.013,96.354,36.065,61.177,616.319,161.024,160.807,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,108,0,86.979,116.97,94.965,55.043,59.415,101.042,0,61.207,116.45,0,120.85,76.259,0,0.022,70.747,0,0.012,64.974,0,107.812,1,0,1,0,49.626,31.386,36.799,27.015,7.124,9.94,100,22.714,28.038,12.2,19.5,0,0,620282,202262,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.597,98.093,96.283,0.029,99.06,0.009,96.354,36.042,61.104,616.319,161.169,160.59,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,108,0,86.979,116.97,94.965,55.099,59.614,100.825,0,61.134,116.189,0,120.717,76.085,0,0.022,70.66,0,0.012,64.887,0,107.639,1,0,1,0,50.111,32.333,37.164,26.978,7.242,9.94,100,22.729,28.082,12.2,19.5,0.022,0,620285,202263,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.574,97.962,96.216,0.029,99.117,0.009,96.354,36.042,61.302,616.319,161.35,160.807,0,0.003,0,0.017,0,0.017,0.26,28.135,156147,2.222,108,0,86.979,116.97,93.967,54.874,59.769,100.564,0,60.921,115.972,0,121.297,75.955,0,0.022,70.573,0,0.012,64.844,0,107.292,1,0,1,0,49.426,33.336,37.319,26.666,7.089,9.94,100,22.7,27.995,12.3,19.4,0.022,0,620287,202263,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.574,98.017,96.374,0.029,99.117,0.013,96.34,36.019,61.156,616.319,161.133,160.916,0,0.003,0,0.017,0,0.015,0.289,28.135,156147,2.222,108,0,86.979,115.972,93.967,55.085,60.078,100.391,0,61.325,115.885,0,120.233,75.911,0,0.018,70.486,0,0.012,64.757,0,106.944,1,0,1,0,49.753,32.091,36.964,26.909,7.275,9.94,100,22.7,28.038,12.3,19.4,0.022,0,620290,202264,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.574,97.992,96.283,0.029,99.132,0.013,96.34,36.019,61.167,616.319,161.169,160.843,0,0.003,0,0.015,0,0.015,0.492,28.135,156147,2.222,108,0,86.979,115.972,93.967,55.057,59.197,100.174,0,61.53,115.625,0,122.578,75.825,0,0.018,70.399,0,0.012,64.714,0,106.597,1,0,1,0,48.989,31.854,36.578,26.947,7.159,9.94,100,22.685,28.038,12.3,19.4,0.022,0,620292,202264,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.574,98.154,96.258,0.029,98.929,0.013,96.34,35.995,61.365,616.319,161.277,160.916,0,0.003,0,0.015,0,0.015,0.174,28.135,156147,2.222,106,0,86.979,115.972,93.967,55.142,59.515,100,0,61.574,115.451,0,119.714,75.651,0,0.018,70.312,0,0.012,64.627,0,106.424,1,0,1,0,49.262,31.33,35.477,26.884,7.223,9.94,100,22.685,27.995,12.3,19.4,0.022,0,620295,202265,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.551,98.179,96.141,0.029,98.727,0.009,96.34,35.972,61.312,616.319,161.458,160.88,0,0.003,0,0.015,0,0.015,0.289,28.135,156147,2.222,106,0,85.981,114.974,93.967,54.803,60.159,99.74,0,62.727,115.278,0,122.409,75.521,0,0.018,70.226,0,0.012,64.583,0,106.076,1,0,1,0,49.274,31.721,36.567,26.909,7.134,9.94,100,22.671,28.038,12.3,19.4,0.022,0,620297,202265,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.574,98.225,96.199,0.029,98.539,0.013,96.34,35.949,61.135,614.873,161.495,160.699,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,106,0,85.981,114.974,92.969,54.733,60.059,99.523,0,62.132,115.104,0,120.85,75.477,0,0.022,70.139,0,0.012,64.497,0,105.729,1,0,1,0,50.002,32.734,36.881,26.865,7.085,9.94,100,22.671,28.038,12.3,19.4,0.022,0,620300,202265,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.542,26.551,98.23,96.532,0.029,98.38,0.009,96.354,35.926,61.083,616.319,161.241,160.916,0,0.003,0,0.017,0,0.015,0,28.135,156147,2.222,106,0,85.981,113.976,92.969,54.987,59.932,99.306,0,61.949,114.844,0,120.547,75.26,0,0.022,70.052,0,0.012,64.453,0,105.556,1,0,1,0,49.353,31.798,36.804,26.859,7.051,9.94,100,22.685,28.082,12.3,19.4,0.022,0,620302,202266,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.551,98.291,96.374,0.029,98.192,0.009,96.34,35.926,61.177,614.873,160.952,160.952,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,106,0,85.981,113.976,92.969,54.817,59.778,99.045,0,61.428,114.714,0,121.538,75.217,0,0.022,69.965,0,0.012,64.366,0,105.382,1,0,1,0,49.486,33.28,36.459,26.915,7.224,9.94,100,22.685,27.951,12.3,19.4,0.022,0,620305,202266,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.551,98.265,96.349,0.029,98.206,0.013,96.34,35.926,61.25,616.319,161.422,161.133,0,0.003,0,0.019,0,0.017,0,28.135,156147,2.222,106,0,85.981,113.976,92.969,54.676,59.651,98.828,0,61.428,114.497,0,119.641,75.087,0,0.022,69.878,0,0.012,64.323,0,104.861,1,0,1,0,49.802,31.242,36.377,26.766,7.019,9.94,100,22.671,28.038,12.3,19.4,0.022,0,620307,202267,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.528,98.306,96.399,0.029,98.119,0.009,96.354,35.903,61.24,613.426,161.133,160.771,0,0.003,0,0.015,0,0.015,0.897,28.135,156147,2.222,106,0,85.981,112.977,92.969,54.733,59.851,98.655,0,61.428,114.41,0,108.583,75,0,0.022,69.792,0,0.012,64.236,0,104.688,1,0,1,0,50.056,31.993,36.742,26.89,7.294,9.94,100,22.671,27.951,12.3,19.3,0.022,0,620310,202267,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.528,98.316,96.682,0.029,98.163,0.013,96.354,35.88,61.177,614.873,161.495,160.807,0,0.003,0,0.017,0,0.015,1.447,28.135,156147,2.222,104,0,84.983,112.977,91.97,55.071,59.932,97.83,0,61.266,114.67,0,46.152,73.351,0,0.022,69.575,0,0.012,64.106,0,104.167,1,0,1,0,49.614,32.544,36.053,26.841,7.119,9.94,100,22.671,27.431,12.3,19.3,0.022,0,620314,202268,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.528,98.341,96.582,0.029,98.148,0.009,96.34,35.856,61.021,614.873,161.277,160.663,0,0.003,0,0.015,0,0.017,0.897,28.135,156147,2.222,104,0,84.983,112.977,91.97,55.029,59.814,97.092,0,61.428,114.931,0,33.983,72.83,0,0.022,69.531,0,0.012,64.019,0,103.993,1,0,1,0,49.947,31.921,37.241,26.903,7.348,9.94,100,22.671,27.17,12.3,19.3,0.022,0,620315,202269,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.528,98.372,96.432,0.029,98.177,0.009,96.34,35.856,61.135,613.426,161.169,160.59,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,104,0,84.983,111.979,91.97,54.958,60.232,96.137,0,61.428,115.148,0,42.213,72.656,0,0.022,69.444,0,0.012,63.976,0,103.819,1,0,1,0,49.353,33.053,37.473,26.909,7.293,9.94,100,22.656,26.823,12.3,19.3,0.022,0,620316,202269,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.424,26.505,98.235,96.557,0.029,98.148,0.009,96.34,35.833,61.135,613.426,161.35,160.771,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,104,0,83.984,111.979,90.972,55.085,60.886,95.095,0,60.965,115.365,0,0.012,72.222,0,0.022,69.358,0,0.012,63.889,0,103.299,1,0,1,0,49.141,32.467,37.118,26.872,7.392,9.94,100,22.656,26.693,12.3,19.3,0,0,620318,202269,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.505,98.255,96.524,0.029,98.105,0.009,96.34,35.81,61.229,613.426,161.386,160.952,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,104,0,83.984,110.981,90.972,55.212,60.523,94.141,0,61.736,115.451,0,0.024,72.092,0,0.022,69.271,0,0.012,63.802,0,103.125,1,0,1,0,49.602,30.758,36.634,26.971,7.447,9.94,100,22.656,26.562,12.4,19.3,0.022,0,620319,202270,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,26.505,98.336,96.815,0.029,98.177,0.009,96.34,35.787,61.198,613.426,161.639,160.771,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,104,0,82.986,110.981,90.972,55.734,60.477,93.316,0,61.67,115.625,0,0.024,72.049,0,0.026,69.141,0,0.012,63.759,0,102.604,1,0,1,0,49.632,32.214,36.408,26.89,7.469,9.94,100,22.671,26.432,12.4,19.3,0.022,0,620320,202270,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.505,98.397,96.906,0.029,98.119,0.009,96.34,35.764,61.146,613.426,161.241,160.88,0,0.003,0,0.015,0,0.017,0.376,28.135,156147,2.222,101,0,82.986,110.981,89.974,55.001,60.486,92.578,0,61.78,115.712,0,0.024,72.005,0,0.022,69.097,0,0.012,63.672,0,102.257,1,0,1,0,49.711,32.575,37.03,26.934,7.289,9.94,100,22.642,26.389,12.4,19.3,0.022,0,620321,202271,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.505,98.417,96.366,0.029,98.119,0.009,96.34,35.764,61.083,611.979,161.024,160.771,0,0.003,0,0.017,0,0.017,1.534,28.135,156147,2.222,101,0,81.988,109.983,89.974,55.254,60.541,91.884,0,61.758,115.668,0,0.024,71.962,0,0.022,69.01,0,0.012,63.585,0,102.083,1,0,1,0,49.523,32.281,36.485,26.847,7.374,9.94,100,22.656,26.345,12.4,19.3,0.022,0,620323,202271,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.505,98.397,96.665,0.029,98.163,0.009,96.34,35.741,61.25,611.979,161.277,160.88,0,0.003,0,0.017,0,0.015,1.852,28.135,156147,2.222,101,0,81.988,109.983,88.976,54.944,61.04,91.189,0,61.2,115.842,0,0.024,71.962,0,0.022,68.924,0,0.012,63.542,0,101.736,1,0,1,0,49.941,32.348,36.403,26.965,7.223,9.94,100,22.656,26.302,12.4,19.2,0.022,0,620324,202272,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.127,26.481,98.255,96.54,0.029,98.119,0.009,96.34,35.741,61.073,611.979,161.205,160.663,0,0.003,0,0.017,0,0.017,0.897,28.135,156147,2.222,101,0,81.988,109.983,88.976,55.367,60.241,90.538,0,62.147,115.842,0,0.024,71.918,0,0.022,68.837,0,0.012,63.411,0,101.562,1,0,1,0,49.268,32.59,37.108,26.94,7.51,9.94,100,22.642,26.259,12.4,19.2,0.022,0,620325,202272,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.031,1.305,26.481,98.134,96.407,0.029,98.163,0.009,96.34,35.718,61.073,611.979,161.639,160.482,0,0.003,0,0.017,0,0.017,1.186,28.135,156147,2.222,101,0,80.99,108.984,88.976,55.41,61.531,89.887,0,61.626,115.885,0,0.024,71.918,0,0.022,68.75,0,0.012,63.368,0,101.215,1,0,1,0,49.565,31.921,34.967,26.996,7.634,9.94,100,22.671,26.172,12.4,19.2,0.022,0,620326,202273,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.305,26.458,98.194,96.324,0.029,98.163,0.009,96.34,35.718,61.125,610.532,161.097,160.699,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,101,0,80.99,108.984,87.977,55.029,60.886,89.28,0,60.569,115.972,0,0.024,71.918,0,0.022,68.707,0,0.012,63.281,0,100.868,1,0,1,0,49.856,31.69,37.663,26.984,7.385,9.94,100,22.671,26.172,12.4,19.2,0.022,0,620328,202273,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.246,26.481,98.159,96.141,0.029,98.322,0.009,96.34,35.718,60.927,611.979,160.988,160.771,0,0.003,0,0.015,0,0.015,0,28.135,156147,2.222,101,0,79.991,108.984,87.977,55.536,61.031,88.715,0,61.596,115.842,0,0.024,71.875,0,0.022,68.62,0,0.012,63.194,0,100.521,1,0,1,0,49.329,31.201,37.195,26.953,7.279,9.94,100,22.671,26.128,12.4,19.2,0,0,620329,202273,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.186,26.481,98.037,96.324,0.029,98.669,0.009,96.34,35.694,61.302,611.979,161.169,160.88,0,0.003,0,0.015,0,0.017,0,28.135,156147,2.222,99,0,79.991,107.986,86.979,55.311,60.886,88.108,0,61.031,115.929,0,0.024,71.832,0,0.022,68.533,0,0.012,63.108,0,100.174,1,0,1,0,49.098,31.957,34.782,26.984,7.447,9.94,100,22.7,26.128,12.5,19.2,0.022,0,620330,202274,705,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
